angle,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
225,-0.005145,-0.058728,-0.229621,-0.421679,-0.253278,-0.285554,-0.360403,-0.483435,-0.624304,-0.660060,-0.594585,-0.557469,-0.546448,-0.575653,-0.645345,-0.649304,-0.000333,0.837275,0.947989,1.134430,-0.103244,0.206787,-0.042201,-0.155382,0.135803,0.113135,0.638814,0.361186,0.514853,0.323892
225,0.019748,-0.145793,-0.328744,-0.344012,-0.233924,-0.332901,-0.535115,-0.498569,-0.451740,-0.526145,-0.621014,-0.648523,-0.646566,-0.594948,-0.526012,-0.619028,-0.000292,0.916956,1.084604,0.985851,0.115164,-0.068279,0.011219,0.113174,-0.108314,0.080599,0.608485,0.391515,0.296334,0.176285
225,0.019712,-0.145843,-0.328818,-0.344049,-0.233966,-0.332792,-0.535035,-0.498552,-0.451749,-0.526134,-0.620957,-0.648449,-0.646539,-0.595120,-0.526693,-0.619148,-0.000292,0.916968,1.085007,0.986589,0.115470,-0.066879,0.012011,0.114411,-0.103194,0.080796,0.608617,0.391383,0.296351,0.175433
225,0.032315,-0.128653,-0.344242,-0.333093,-0.225631,-0.329772,-0.553278,-0.499749,-0.447474,-0.521332,-0.616822,-0.647885,-0.646467,-0.594834,-0.517636,-0.617857,-0.000250,0.947602,1.112791,1.005744,0.124173,-0.079305,0.009973,0.116583,-0.117503,0.089163,0.592286,0.407714,0.284225,0.156803
225,0.023556,-0.128104,-0.308282,-0.291302,-0.220675,-0.325200,-0.541497,-0.490643,-0.437858,-0.501020,-0.607489,-0.631605,-0.596355,-0.545679,-0.431466,-0.469457,0.000000,0.935496,0.897600,0.764541,0.157136,-0.051971,0.015243,0.135290,-0.122702,-0.046918,0.623624,0.376376,0.469315,0.364006
225,0.034989,-0.109682,-0.349229,-0.318745,-0.224999,-0.337057,-0.522096,-0.488215,-0.445361,-0.524370,-0.601219,-0.630508,-0.611525,-0.476074,-0.246634,-0.362423,0.000000,0.815134,0.708920,0.952724,0.118575,-0.059112,0.010270,0.132440,-0.017542,0.062660,0.664388,0.335612,0.667316,0.638348
225,0.034200,-0.173558,-0.206956,-0.202070,-0.191566,-0.225502,-0.367179,-0.341895,-0.378647,-0.299474,-0.322385,-0.192937,-0.118884,-0.023039,-0.006860,-0.020674,0.000000,0.355318,0.856100,0.636003,0.123077,-0.014690,0.031770,0.258165,0.330795,0.637390,0.565934,0.434066,1.179106,1.299113
225,-0.026242,0.021403,-0.021004,-0.021440,0.000785,0.000330,-0.004757,0.001546,0.004723,-0.005424,0.000889,0.006331,-0.004200,0.009005,0.017902,-0.007065,-0.000875,-0.039841,0.115957,0.533595,0.257142,0.596991,0.407687,1.034524,0.329578,1.184792,0.501146,0.498854,1.483033,1.483875
225,-0.004405,-0.115843,-0.244632,-0.362158,-0.285875,-0.276873,-0.377968,-0.502709,-0.600297,-0.627883,-0.569213,-0.555122,-0.521408,-0.585974,-0.652965,-0.558524,-0.000354,0.639220,0.997841,1.012813,-0.104713,0.176387,-0.085455,-0.105310,0.116312,-0.018836,0.668686,0.331314,0.716557,0.590609
225,-0.005039,-0.069289,-0.243953,-0.412958,-0.258838,-0.284442,-0.366828,-0.487454,-0.618936,-0.658684,-0.587557,-0.555952,-0.546448,-0.582061,-0.648225,-0.655331,-0.000333,0.831854,0.950241,1.125014,-0.100832,0.204193,-0.070190,-0.152014,0.123133,0.070434,0.639567,0.360433,0.508200,0.323600
225,-0.005038,-0.069320,-0.243748,-0.412841,-0.258468,-0.284498,-0.366701,-0.487711,-0.618384,-0.657008,-0.586995,-0.555773,-0.546102,-0.581664,-0.646789,-0.653323,-0.000333,0.830890,0.950797,1.124089,-0.099959,0.210825,-0.063654,-0.145066,0.136161,0.066340,0.640061,0.359939,0.512551,0.327106
225,-0.004839,-0.068423,-0.244676,-0.414778,-0.258343,-0.284974,-0.366429,-0.488504,-0.618714,-0.656778,-0.587401,-0.555593,-0.546055,-0.580937,-0.645455,-0.653533,-0.000333,0.833243,0.952181,1.120461,-0.105200,0.207361,-0.065397,-0.149205,0.131246,0.076118,0.639184,0.360816,0.508018,0.324317
225,-0.003616,-0.050134,-0.226146,-0.418203,-0.230448,-0.281350,-0.360062,-0.508906,-0.572415,-0.580339,-0.580795,-0.546395,-0.536945,-0.578422,-0.608535,-0.590575,-0.000354,0.765052,0.960929,1.097655,-0.048070,0.234871,-0.132428,-0.065068,0.162850,-0.010865,0.656571,0.343429,0.751670,0.611972
225,0.013365,-0.176110,-0.326321,-0.352107,-0.245614,-0.353762,-0.506001,-0.488448,-0.471986,-0.542242,-0.628667,-0.643537,-0.642694,-0.590535,-0.524160,-0.593122,-0.000333,0.955376,1.063970,0.983921,0.088482,-0.031495,0.000014,0.131413,-0.134376,0.076121,0.600004,0.399996,0.320559,0.187998
225,0.013093,-0.175113,-0.326636,-0.356388,-0.245849,-0.354716,-0.508137,-0.490840,-0.472273,-0.542219,-0.630699,-0.645269,-0.646771,-0.595197,-0.537489,-0.614612,-0.000333,0.956857,1.060514,1.000425,0.085115,-0.045230,0.003807,0.109150,-0.121072,0.074237,0.601867,0.398133,0.317760,0.173530
225,0.013093,-0.175057,-0.326665,-0.356393,-0.245867,-0.354620,-0.508355,-0.490890,-0.472300,-0.542200,-0.630567,-0.645309,-0.646782,-0.595214,-0.537353,-0.614648,-0.000333,0.956820,1.060596,1.001117,0.084799,-0.043797,0.003158,0.105036,-0.120901,0.074291,0.601923,0.398077,0.318083,0.173728
225,0.004182,-0.152407,-0.199386,-0.137715,-0.130432,-0.253198,-0.418164,-0.448804,-0.377512,-0.468174,-0.528859,-0.529224,-0.458727,-0.280724,-0.119338,-0.183871,-0.000208,0.977500,0.583456,0.249424,0.128532,-0.103088,0.013611,0.124546,-0.110919,0.095847,0.572546,0.427454,0.435796,0.346847
225,0.055588,-0.119989,-0.356487,-0.328613,-0.225668,-0.334914,-0.549282,-0.503236,-0.444482,-0.519894,-0.623132,-0.647704,-0.646904,-0.583282,-0.526504,-0.616449,0.000000,0.578210,1.085953,0.919909,0.102833,-0.116317,0.003810,0.100380,-0.123582,0.088252,0.688600,0.311400,0.700046,0.565090
225,-0.004490,-0.064187,-0.237888,-0.417400,-0.260131,-0.287164,-0.383440,-0.484561,-0.592738,-0.615106,-0.596533,-0.565946,-0.548538,-0.572866,-0.641188,-0.653013,-0.000333,0.822006,0.956147,1.130199,-0.101428,0.186114,0.017871,-0.107082,0.125470,0.121853,0.641044,0.358956,0.515681,0.331046
225,-0.005117,-0.062199,-0.233614,-0.419886,-0.261428,-0.285666,-0.363627,-0.482387,-0.618433,-0.658419,-0.591652,-0.560236,-0.542076,-0.572763,-0.644421,-0.653417,-0.000333,0.834006,0.949287,1.137694,-0.101490,0.204744,-0.041321,-0.144612,0.136704,0.129115,0.638881,0.361119,0.511188,0.324543
225,-0.005107,-0.061934,-0.233335,-0.419926,-0.261439,-0.285544,-0.363249,-0.482289,-0.619428,-0.658539,-0.591902,-0.559762,-0.541800,-0.572516,-0.644680,-0.653322,-0.000333,0.834666,0.944134,1.133799,-0.099041,0.211824,-0.049640,-0.153468,0.139218,0.111475,0.638399,0.361601,0.508346,0.322696
225,-0.003823,-0.056037,-0.229662,-0.415425,-0.231793,-0.282890,-0.368617,-0.517462,-0.588875,-0.566706,-0.573090,-0.550656,-0.549894,-0.587439,-0.634705,-0.575936,-0.000354,0.773697,0.950123,1.084420,-0.032237,0.219641,-0.131906,-0.024791,0.198682,-0.041013,0.655319,0.344681,0.732318,0.594742
225,0.019350,-0.147518,-0.329955,-0.344128,-0.232840,-0.332265,-0.536751,-0.499574,-0.453300,-0.524743,-0.621783,-0.642388,-0.644159,-0.592818,-0.523044,-0.609775,-0.000313,0.916057,1.081911,0.975723,0.125099,-0.084818,0.016949,0.110252,-0.121044,0.045673,0.608355,0.391645,0.301657,0.185261
225,0.019933,-0.147383,-0.330424,-0.345647,-0.232953,-0.332687,-0.536681,-0.499576,-0.453208,-0.525272,-0.622496,-0.642870,-0.647058,-0.600987,-0.534370,-0.618815,-0.000292,0.917305,1.085765,0.983671,0.118887,-0.078477,0.007938,0.115796,-0.106903,0.065306,0.608810,0.391190,0.297719,0.175733
225,0.019938,-0.147400,-0.330425,-0.345665,-0.232960,-0.332740,-0.536666,-0.499618,-0.453201,-0.525302,-0.622493,-0.642835,-0.647087,-0.601078,-0.534364,-0.618827,-0.000292,0.917291,1.074160,0.983778,0.120114,-0.075795,0.014224,0.112151,-0.100072,0.077722,0.608833,0.391167,0.297797,0.175789
225,0.023446,-0.148659,-0.267312,-0.173162,-0.182207,-0.283094,-0.446749,-0.448894,-0.426852,-0.470491,-0.526785,-0.529764,-0.457693,-0.348635,-0.252229,-0.252803,-0.000229,0.970891,0.674341,0.416970,0.126573,-0.120210,0.026507,0.075174,0.002893,0.174471,0.564886,0.435114,0.354974,0.277774
225,0.028015,-0.135012,-0.371736,-0.318439,-0.221489,-0.341364,-0.529318,-0.495303,-0.445150,-0.523620,-0.623709,-0.643697,-0.638304,-0.587068,-0.446455,-0.476397,0.000000,0.899687,0.980874,0.939068,0.134698,-0.072627,0.018633,0.130865,-0.098869,0.116838,0.658574,0.341426,0.532885,0.417042
225,0.015762,-0.172456,-0.354588,-0.331918,-0.216392,-0.293965,-0.513218,-0.482834,-0.440950,-0.447487,-0.564197,-0.524500,-0.440084,-0.262848,-0.114838,-0.273142,0.000000,0.749128,0.912396,0.868012,0.098321,-0.045615,0.001658,0.095826,0.047499,0.096591,0.639022,0.360978,0.915664,1.020802
225,0.026661,-0.047628,-0.100348,-0.027536,-0.033390,0.002014,-0.012050,-0.024162,-0.007515,-0.039988,0.005680,-0.001064,0.005035,0.011253,-0.018138,-0.015383,-0.000354,0.050928,0.473409,0.169234,-0.041346,0.208279,0.237920,0.782845,0.430215,0.748781,0.503326,0.496674,1.447718,1.460900
225,0.013857,-0.016804,0.007081,0.000704,0.007508,0.004558,0.006944,0.005386,-0.003347,0.001582,0.016042,-0.003639,0.010443,-0.005720,-0.004834,0.021112,0.000896,-0.039000,0.091034,0.520988,0.351653,0.917478,0.370656,1.041698,0.485385,1.158298,0.498736,0.501264,1.486198,1.484767
225,-0.004810,-0.067466,-0.237781,-0.413752,-0.261386,-0.285957,-0.367424,-0.490387,-0.617985,-0.652223,-0.587810,-0.559372,-0.547931,-0.573034,-0.639405,-0.652035,-0.000333,0.839225,0.953989,1.121270,-0.103163,0.201483,-0.053530,-0.146507,0.109232,0.092653,0.632190,0.367810,0.455303,0.295322
225,-0.005041,-0.066250,-0.240496,-0.417604,-0.261107,-0.286594,-0.365854,-0.485401,-0.617520,-0.657875,-0.589771,-0.558456,-0.542878,-0.574387,-0.646605,-0.653689,-0.000333,0.832871,0.951278,1.121533,-0.101136,0.209699,-0.058963,-0.154004,0.129595,0.107911,0.638467,0.361533,0.503862,0.321515
225,-0.005021,-0.066251,-0.240550,-0.417668,-0.261021,-0.286607,-0.365908,-0.485961,-0.616734,-0.656716,-0.588709,-0.558445,-0.543881,-0.574587,-0.645955,-0.652215,-0.000333,0.832682,0.950460,1.126576,-0.099213,0.207974,-0.059572,-0.149421,0.128631,0.102591,0.638519,0.361481,0.504670,0.322306
225,-0.000131,-0.037671,-0.185143,-0.463317,-0.254522,-0.279244,-0.360810,-0.454659,-0.621187,-0.661753,-0.593032,-0.545774,-0.533715,-0.579867,-0.656168,-0.638468,-0.000354,0.746978,0.897066,1.034437,-0.112169,0.202812,-0.068367,-0.142159,0.134574,0.093682,0.667858,0.332142,0.743914,0.528514
225,0.029731,-0.175238,-0.353787,-0.342604,-0.239123,-0.328920,-0.525472,-0.494554,-0.454691,-0.520209,-0.630122,-0.645994,-0.646235,-0.594734,-0.519885,-0.617592,-0.000354,0.848214,1.096709,0.940890,0.094968,-0.077300,0.010933,0.129249,-0.118094,0.060413,0.624300,0.375700,0.341578,0.203277
225,0.028343,-0.159749,-0.357374,-0.346098,-0.237117,-0.329049,-0.524226,-0.495849,-0.453109,-0.522369,-0.628614,-0.645628,-0.645920,-0.594809,-0.526155,-0.615725,-0.000333,0.924422,1.095736,0.983775,0.106353,-0.077698,0.016366,0.119809,-0.120999,0.066884,0.604557,0.395443,0.301837,0.171578
225,0.028297,-0.159844,-0.357497,-0.346183,-0.237142,-0.329078,-0.524280,-0.495749,-0.453121,-0.522366,-0.628618,-0.645630,-0.645935,-0.594784,-0.526504,-0.615955,-0.000333,0.924528,1.098697,0.963290,0.106570,-0.077519,0.015058,0.119939,-0.121848,0.072131,0.604578,0.395422,0.301690,0.170893
225,0.029233,-0.127340,-0.359414,-0.356812,-0.227051,-0.327185,-0.522804,-0.497304,-0.452609,-0.527716,-0.614850,-0.638603,-0.625886,-0.600977,-0.542344,-0.597093,-0.000313,0.972637,1.087817,1.005363,0.135405,-0.044815,0.018403,0.156022,-0.085922,0.088029,0.572995,0.427005,0.245286,0.128151
225,0.017809,-0.146097,-0.361120,-0.330520,-0.224467,-0.320833,-0.534478,-0.500332,-0.447211,-0.507287,-0.608764,-0.628718,-0.639565,-0.543241,-0.419576,-0.503508,0.000000,0.969612,0.986375,0.888912,0.130165,-0.097229,0.014372,0.152012,-0.094226,0.046934,0.604757,0.395243,0.376189,0.259099
225,0.027803,-0.125547,-0.368641,-0.341768,-0.228548,-0.314200,-0.530711,-0.500396,-0.447274,-0.492619,-0.595223,-0.618992,-0.564151,-0.492823,-0.253617,-0.144657,0.000000,0.688621,1.002878,0.996208,0.111221,-0.107926,0.028611,0.113270,-0.177977,0.085445,0.650368,0.349632,0.630539,0.641861
225,-0.001217,-0.006445,0.014030,-0.000471,-0.008561,0.009693,0.018387,0.005525,-0.014431,0.000494,-0.006979,-0.003040,-0.017330,-0.008979,-0.009843,-0.005403,-0.000875,-0.032369,-0.115408,0.233569,0.269315,0.668602,0.161009,0.856719,0.356484,1.053987,0.500790,0.499210,1.481241,1.483066
225,-0.018378,-0.129592,-0.234072,-0.339673,-0.250528,-0.247279,-0.357982,-0.451509,-0.526705,-0.526324,-0.504043,-0.429475,-0.325778,-0.419343,-0.493918,-0.320784,0.000167,-0.523968,0.996461,1.031237,-0.051389,0.124444,-0.099690,-0.080284,0.049901,-0.018850,0.648929,0.351071,1.031770,1.045867
225,-0.004873,-0.061904,-0.235349,-0.419666,-0.252728,-0.287926,-0.364241,-0.483800,-0.626527,-0.663159,-0.589644,-0.555007,-0.548673,-0.574929,-0.642563,-0.654235,-0.000333,0.837036,0.938125,1.129672,-0.098436,0.215032,-0.074307,-0.150814,0.111755,0.110037,0.638186,0.361814,0.509080,0.322283
225,-0.004915,-0.061763,-0.234850,-0.419859,-0.252649,-0.287940,-0.364234,-0.484163,-0.625331,-0.659705,-0.588792,-0.554830,-0.548815,-0.575816,-0.643228,-0.652316,-0.000333,0.835616,0.946756,1.132873,-0.097917,0.216781,-0.071889,-0.146051,0.139124,0.115148,0.639129,0.360871,0.516263,0.326707
225,-0.004910,-0.061824,-0.234788,-0.419980,-0.252584,-0.288010,-0.364170,-0.484221,-0.625366,-0.659257,-0.588966,-0.554999,-0.549229,-0.575835,-0.643346,-0.651851,-0.000333,0.835881,0.940386,1.134415,-0.098029,0.214489,-0.070954,-0.148724,0.135070,0.100899,0.638893,0.361107,0.514922,0.326435
225,-0.001779,-0.054689,-0.221952,-0.427510,-0.237837,-0.279076,-0.361513,-0.501873,-0.563510,-0.586207,-0.571419,-0.555984,-0.558048,-0.594922,-0.638420,-0.576196,-0.000354,0.752793,0.951317,1.115725,-0.043636,0.225804,-0.094869,-0.096685,0.171644,0.028390,0.661725,0.338275,0.769389,0.605184
225,0.012051,-0.159560,-0.342898,-0.338929,-0.248297,-0.338851,-0.502004,-0.491056,-0.463681,-0.534443,-0.619958,-0.637367,-0.640965,-0.576920,-0.507879,-0.590331,-0.000333,0.943931,1.066294,0.995488,0.079283,-0.049461,-0.010290,0.110013,-0.103113,0.050211,0.603500,0.396500,0.326544,0.205092
225,0.011482,-0.160625,-0.342579,-0.344540,-0.250069,-0.342543,-0.506579,-0.497985,-0.465169,-0.537870,-0.623423,-0.641276,-0.649158,-0.597830,-0.549682,-0.618589,-0.000333,0.949585,1.059305,0.999733,0.082246,-0.051868,-0.002104,0.109868,-0.112374,0.075847,0.604746,0.395254,0.305638,0.170465
225,0.011493,-0.160625,-0.342515,-0.344509,-0.250080,-0.342502,-0.506577,-0.498027,-0.465238,-0.537824,-0.623402,-0.641332,-0.649090,-0.597828,-0.549809,-0.618519,-0.000333,0.949510,1.060102,1.009487,0.090586,-0.061049,-0.001006,0.114753,-0.110604,0.079154,0.604810,0.395190,0.306059,0.170771
315,-0.015577,-0.104327,-0.085098,-0.128850,-0.148655,-0.198431,-0.287693,-0.263652,-0.298111,-0.346166,-0.348660,-0.321459,-0.339228,-0.401587,-0.485359,-0.505090,-0.000063,0.980220,0.442866,0.593085,0.236162,0.338268,0.601345,0.816079,1.159571,1.279138,0.560286,0.439714,0.260917,0.152911
315,-0.011698,-0.044358,-0.034883,-0.062807,-0.086078,-0.157839,-0.219983,-0.215529,-0.218742,-0.265938,-0.302596,-0.290569,-0.315098,-0.376028,-0.453908,-0.481635,-0.000021,0.914792,0.375252,0.510352,0.295801,0.423611,0.671250,0.920967,1.188393,1.350457,0.615951,0.384049,0.645448,0.424343
315,-0.018357,-0.049239,-0.038926,-0.059623,-0.089476,-0.153642,-0.219772,-0.215194,-0.218612,-0.265361,-0.301770,-0.286743,-0.301259,-0.368643,-0.457731,-0.467542,-0.000021,0.925617,0.380614,0.512914,0.296796,0.418751,0.663278,0.931747,1.157285,1.303737,0.604513,0.395487,0.603202,0.466831
315,-0.012373,-0.047495,-0.042160,-0.058537,-0.086597,-0.152916,-0.220013,-0.212165,-0.219522,-0.263582,-0.293217,-0.238431,-0.245558,-0.358667,-0.432743,-0.435035,-0.000021,0.924116,0.382388,0.515743,0.283403,0.411494,0.668643,0.910323,1.161403,1.303929,0.599705,0.400295,0.644423,0.549280
315,-0.006542,-0.038263,-0.023266,-0.024004,-0.038583,-0.060382,-0.040428,-0.079496,-0.033390,-0.028901,-0.066123,-0.007750,-0.013763,-0.023880,-0.050496,-0.029298,-0.000021,0.110172,0.299221,0.403045,0.260499,0.414434,0.342892,0.642932,0.236940,0.713147,0.511522,0.488478,1.395335,1.415129
315,-0.061421,-0.172400,-0.195010,-0.144708,-0.163635,-0.229089,-0.247384,-0.261859,-0.280239,-0.328113,-0.390604,-0.369276,-0.373515,-0.411324,-0.405655,-0.396905,-0.000021,0.888920,0.536580,0.635438,0.144671,0.167871,0.310742,0.451978,0.510932,0.499312,0.617402,0.382598,0.574553,0.457472
315,-0.059582,-0.163504,-0.190585,-0.144838,-0.157798,-0.220095,-0.250877,-0.262723,-0.279695,-0.328534,-0.366142,-0.365790,-0.367522,-0.388195,-0.391630,-0.359441,-0.000021,0.887386,0.527506,0.578439,0.106303,0.151054,0.265389,0.362647,0.388754,0.442423,0.603256,0.396744,0.467867,0.358837
315,-0.059243,-0.163441,-0.190603,-0.144757,-0.157841,-0.220182,-0.250788,-0.262640,-0.279849,-0.329010,-0.366908,-0.366397,-0.368181,-0.387639,-0.391510,-0.359443,-0.000021,0.887524,0.527995,0.577043,0.105193,0.151442,0.265063,0.359812,0.389002,0.422227,0.603369,0.396631,0.470374,0.360675
315,-0.058821,-0.161221,-0.191855,-0.146848,-0.156572,-0.219476,-0.248226,-0.261381,-0.277629,-0.325739,-0.365889,-0.364408,-0.365779,-0.380076,-0.389591,-0.352536,-0.000021,0.887558,0.530239,0.576627,0.115158,0.146012,0.259991,0.352675,0.373719,0.416786,0.601087,0.398913,0.460132,0.355905
315,-0.045193,-0.160155,-0.200806,-0.144617,-0.158481,-0.221019,-0.249730,-0.236419,-0.284801,-0.350695,-0.373358,-0.376049,-0.363392,-0.366948,-0.344277,-0.366729,-0.000021,0.904438,0.547357,0.582179,0.101503,0.151035,0.299325,0.391011,0.420582,0.428310,0.605048,0.394952,0.682415,0.591833
315,-0.015599,-0.074732,-0.067966,-0.094980,-0.106604,-0.179183,-0.236994,-0.222013,-0.236157,-0.300239,-0.348621,-0.337257,-0.338389,-0.405825,-0.487958,-0.523079,-0.000042,0.976641,0.413321,0.566047,0.280724,0.397816,0.658206,0.901168,1.146565,1.201346,0.557553,0.442447,0.271565,0.186138
315,-0.015442,-0.074803,-0.067642,-0.095418,-0.107382,-0.178975,-0.237115,-0.222203,-0.236798,-0.300028,-0.349058,-0.337338,-0.337784,-0.407518,-0.492314,-0.525371,-0.000042,0.977373,0.407972,0.589825,0.273457,0.399303,0.665497,0.887783,1.144604,1.249262,0.557823,0.442177,0.266732,0.178058
315,-0.015437,-0.074798,-0.067633,-0.095471,-0.107357,-0.178969,-0.237104,-0.222177,-0.236862,-0.299924,-0.348978,-0.337327,-0.337696,-0.407521,-0.492420,-0.525230,-0.000042,0.977372,0.408861,0.589207,0.274113,0.399025,0.664449,0.888841,1.147242,1.251164,0.557829,0.442171,0.266690,0.177966
315,-0.001627,-0.036456,-0.011862,-0.080546,-0.104172,-0.093172,-0.234801,-0.187844,-0.208814,-0.252423,-0.285220,-0.255176,-0.245262,-0.207467,-0.252375,-0.247185,-0.000021,0.996823,0.310961,0.430690,0.224873,0.380907,0.583587,0.570623,0.629661,0.562216,0.527994,0.472006,0.278020,0.224601
315,0.001725,-0.024501,-0.038391,-0.072894,-0.099013,-0.153509,-0.220983,-0.208968,-0.224171,-0.267391,-0.308358,-0.288465,-0.306074,-0.342611,-0.401947,-0.437939,-0.000021,0.974382,0.228360,0.467611,0.296572,0.418977,0.669800,0.924611,1.078748,1.133768,0.580948,0.419052,0.514613,0.405588
315,0.003882,-0.046905,-0.040780,-0.047483,-0.098729,-0.122794,-0.207813,-0.214850,-0.184234,-0.223760,-0.217932,-0.177041,-0.132601,-0.173523,-0.094671,-0.058073,-0.000021,0.681896,0.328116,0.487006,0.279962,0.428957,0.586719,0.751223,0.588808,0.489415,0.560912,0.439088,1.066795,1.101607
315,0.018834,-0.015167,-0.002661,-0.007706,0.010197,-0.000499,0.023139,0.010989,-0.012506,-0.004229,-0.005260,0.029469,-0.005752,-0.021988,-0.009672,-0.000730,-0.000854,-0.031239,0.114182,0.381865,0.038866,0.406875,0.345146,0.910543,0.429427,0.801159,0.500344,0.499656,1.481411,1.480493
315,-0.009818,0.011331,-0.005963,-0.002371,-0.006639,-0.011819,-0.006804,0.002832,0.012368,-0.001303,0.010262,-0.004080,0.003776,0.026030,0.014172,-0.005686,0.000896,-0.037582,-0.156557,0.622963,0.333410,0.828692,0.465376,1.126667,0.385907,1.157972,0.500880,0.499120,1.486481,1.481667
315,0.013756,-0.014906,0.000734,0.002058,0.001007,-0.006816,0.015548,-0.006978,0.008906,0.006971,0.010251,0.000777,-0.013389,-0.006731,-0.017950,0.010739,-0.000875,-0.037053,0.055423,0.491541,0.381737,0.787189,0.191987,1.021434,0.483705,1.212706,0.499044,0.500956,1.482895,1.485414
315,-0.020434,0.012987,-0.002343,0.000108,-0.000664,-0.013470,-0.009232,-0.002433,0.007231,-0.008358,-0.014220,-0.006342,-0.000488,0.001701,-0.008726,-0.010376,-0.000875,-0.037933,-0.117447,0.613054,0.349494,0.566098,0.400803,1.121478,0.367693,1.080011,0.501211,0.498789,1.485421,1.486090
315,-0.062072,-0.165353,-0.188867,-0.144785,-0.160960,-0.223212,-0.250082,-0.262384,-0.278008,-0.330870,-0.366543,-0.365400,-0.362920,-0.381234,-0.385341,-0.350385,-0.000021,0.889677,0.526253,0.578572,0.105630,0.150245,0.252842,0.355436,0.370917,0.398083,0.601842,0.398158,0.446892,0.349055
315,-0.060373,-0.165603,-0.189552,-0.144943,-0.160827,-0.222727,-0.249176,-0.261444,-0.277852,-0.330743,-0.366464,-0.363996,-0.362929,-0.381705,-0.385743,-0.350966,-0.000021,0.889064,0.526480,0.577563,0.103778,0.150119,0.258437,0.351325,0.379597,0.395206,0.603300,0.396700,0.469524,0.363671
315,-0.060188,-0.165590,-0.189557,-0.145014,-0.160875,-0.222720,-0.249165,-0.261227,-0.278006,-0.331020,-0.366799,-0.364279,-0.362382,-0.382019,-0.386138,-0.351319,-0.000021,0.889288,0.526762,0.581266,0.103469,0.150162,0.259560,0.351002,0.376851,0.390722,0.603274,0.396726,0.470107,0.364411
315,-0.041897,-0.176463,-0.194399,-0.164331,-0.159724,-0.215114,-0.242872,-0.249639,-0.278774,-0.333870,-0.367932,-0.359866,-0.355329,-0.375136,-0.372881,-0.350210,0.000000,0.892759,0.533524,0.567262,0.086357,0.141281,0.263531,0.330506,0.358141,0.409846,0.617540,0.382460,0.723889,0.592570
315,-0.014744,-0.082904,-0.092528,-0.079448,-0.106053,-0.177975,-0.256025,-0.229939,-0.259551,-0.327001,-0.345163,-0.291343,-0.330129,-0.394508,-0.470476,-0.526724,-0.000042,0.973802,0.426324,0.550165,0.292063,0.402695,0.615758,0.919395,1.170998,1.275123,0.557144,0.442856,0.261926,0.175152
315,-0.013570,-0.078161,-0.077240,-0.079977,-0.104595,-0.177309,-0.255136,-0.228558,-0.255612,-0.322005,-0.340926,-0.292354,-0.329650,-0.394774,-0.471073,-0.527216,-0.000042,0.979352,0.430100,0.556636,0.279515,0.389774,0.620303,0.926610,1.161068,1.274652,0.552236,0.447764,0.241673,0.159485
315,-0.013566,-0.078128,-0.077185,-0.080039,-0.104569,-0.177278,-0.255090,-0.228472,-0.255553,-0.322062,-0.340856,-0.292331,-0.329700,-0.394754,-0.471282,-0.527031,-0.000042,0.979354,0.430192,0.556994,0.279797,0.390745,0.617572,0.927097,1.162051,1.274403,0.552263,0.447737,0.241589,0.159155
315,-0.009129,-0.045974,-0.039187,-0.089981,-0.099224,-0.159912,-0.222937,-0.223823,-0.215300,-0.256506,-0.320647,-0.304190,-0.308135,-0.369032,-0.468700,-0.490360,-0.000083,0.993977,0.382011,0.484008,0.288415,0.422247,0.665570,0.901230,1.057141,1.159140,0.529542,0.470458,0.176967,0.118616
315,-0.000684,-0.027421,-0.025706,-0.061741,-0.084825,-0.153145,-0.216983,-0.210072,-0.223197,-0.260522,-0.288437,-0.286235,-0.301908,-0.363219,-0.445548,-0.451640,-0.000021,0.989387,0.341441,0.476766,0.285691,0.415300,0.657800,0.874753,1.005974,1.108298,0.561174,0.438826,0.428108,0.343078
315,-0.006562,-0.038653,0.002149,-0.073982,-0.111110,-0.128752,-0.208663,-0.213472,-0.212062,-0.210163,-0.208033,-0.140535,-0.154088,-0.104356,-0.184103,-0.060552,-0.000021,0.740497,0.391795,0.492582,0.248031,0.428237,0.587980,0.624006,0.535322,0.865499,0.548914,0.451086,0.971794,1.018886
315,-0.065217,-0.165944,-0.191767,-0.146695,-0.158478,-0.222026,-0.250835,-0.263137,-0.275774,-0.339163,-0.373996,-0.364856,-0.371201,-0.382101,-0.387004,-0.367687,-0.000042,0.892417,0.525466,0.580181,0.098104,0.144755,0.252032,0.335612,0.385940,0.425308,0.597022,0.402978,0.389300,0.305575
315,-0.061561,-0.167577,-0.195694,-0.145146,-0.160497,-0.218692,-0.249701,-0.259230,-0.275573,-0.331380,-0.371997,-0.363534,-0.364291,-0.377739,-0.383819,-0.353238,-0.000021,0.889654,0.524329,0.579466,0.101550,0.142068,0.252799,0.333229,0.383345,0.390147,0.603162,0.396838,0.464643,0.359893
315,-0.061302,-0.167551,-0.195672,-0.145130,-0.160530,-0.218759,-0.249678,-0.259141,-0.275781,-0.331351,-0.372774,-0.364115,-0.364282,-0.377662,-0.383565,-0.353193,-0.000021,0.889807,0.524729,0.579403,0.101069,0.142501,0.253744,0.335821,0.377458,0.400102,0.603120,0.396880,0.465436,0.360897
