angle,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
180,-0.005172,-0.016447,-0.005418,0.007462,-0.006106,-0.015412,-0.022727,-0.012061,-0.015164,-0.032736,-0.043111,-0.044400,-0.037421,-0.073668,-0.073185,-0.059597,0.000000,0.994894,0.053979,0.046868,0.012590,0.013993,0.004458,0.002060,-0.003323,0.011353,0.512191,0.487809,0.706860,0.694288
180,-0.005015,-0.018842,-0.009478,0.003075,-0.000430,-0.015103,-0.024085,-0.016445,-0.010109,-0.035578,-0.035166,-0.016244,0.071154,-0.066032,-0.047005,-0.046485,0.000000,0.989442,0.055740,0.055378,0.012156,0.015999,0.016600,0.019990,0.053788,0.011673,0.506318,0.493682,0.609697,0.610308
180,-0.009548,-0.010250,-0.010024,0.013070,-0.000667,-0.007218,-0.015672,-0.023188,-0.007323,-0.039631,-0.049710,-0.061800,-0.064979,-0.058286,-0.066120,-0.065274,0.000000,0.970096,0.045293,0.072526,0.019119,0.004290,-0.016660,0.000199,-0.011932,-0.041045,0.509407,0.490593,0.713564,0.707429
180,0.008267,0.002376,-0.002864,0.005378,0.006009,0.009091,-0.002447,-0.008086,-0.012452,0.012117,-0.007274,0.017199,-0.011279,-0.002977,-0.002455,0.001917,-0.000875,-0.033749,-0.045593,0.203963,0.171774,0.679559,0.280091,0.739847,0.489490,0.986363,0.499532,0.500468,1.484530,1.484391
180,-0.017108,-0.048954,-0.044728,-0.020764,-0.030859,-0.045199,-0.057205,-0.055775,-0.055705,-0.081664,-0.095931,-0.089476,-0.101785,-0.117079,-0.124233,-0.101522,0.000000,0.991840,0.129707,0.127148,0.000544,0.012239,-0.008591,-0.000103,0.000179,0.000773,0.524007,0.475993,0.392375,0.370188
180,-0.015952,-0.048961,-0.047362,-0.020928,-0.030878,-0.043898,-0.058813,-0.055858,-0.057330,-0.080283,-0.094704,-0.092037,-0.101630,-0.117747,-0.122297,-0.105278,0.000000,0.991079,0.126602,0.123482,0.009327,0.012472,-0.005173,0.000318,-0.001126,0.010237,0.526321,0.473679,0.464768,0.433894
180,-0.015845,-0.048950,-0.047410,-0.020862,-0.030885,-0.043942,-0.058884,-0.055987,-0.057421,-0.080252,-0.094927,-0.091870,-0.101693,-0.117828,-0.122319,-0.105117,0.000000,0.991088,0.126628,0.123869,0.009280,0.013200,-0.001467,0.000888,-0.001814,0.004939,0.526318,0.473682,0.465436,0.434514
180,-0.011181,-0.057735,-0.051869,-0.018482,-0.029819,-0.041801,-0.060403,-0.060165,-0.061784,-0.078336,-0.096859,-0.097336,-0.099315,-0.121357,-0.122142,-0.107544,0.000000,0.987901,0.113558,0.146794,0.017429,0.010588,-0.004392,0.000597,0.010645,0.005280,0.530095,0.469905,0.594632,0.556555
180,-0.002478,-0.021128,-0.021325,0.001400,-0.011539,-0.026701,-0.030611,-0.018793,-0.015098,-0.040037,-0.052533,-0.045814,-0.055372,-0.078777,-0.074531,-0.066735,0.000000,0.998566,0.061097,0.065358,0.000178,0.014569,0.009689,0.000276,0.008459,0.018382,0.508591,0.491409,0.284607,0.273411
180,-0.001426,-0.017207,-0.017498,0.001102,-0.009868,-0.022680,-0.030938,-0.020218,-0.016405,-0.042587,-0.052357,-0.046426,-0.057627,-0.077493,-0.077303,-0.065777,0.000000,0.999020,0.061652,0.063838,0.011189,0.011740,-0.007432,0.002104,0.007631,0.015709,0.507074,0.492926,0.247799,0.238060
180,-0.001428,-0.017236,-0.017452,0.001112,-0.009862,-0.022655,-0.030924,-0.020217,-0.016529,-0.042585,-0.052406,-0.046426,-0.057650,-0.077498,-0.077329,-0.065768,0.000000,0.999019,0.063384,0.063462,0.014829,0.011906,-0.003850,0.006563,0.006330,0.015338,0.507093,0.492907,0.247539,0.237654
180,-0.000163,-0.006348,-0.010180,-0.000263,-0.014704,-0.016359,-0.032488,-0.020193,-0.011825,-0.042657,-0.049778,-0.047836,-0.080408,-0.081832,-0.100503,-0.068357,0.000000,0.999419,0.055397,0.048973,0.020834,0.000184,0.012658,0.011698,0.029237,0.017116,0.505114,0.494886,0.198281,0.185602
180,0.011118,0.003939,-0.004132,0.002197,-0.008311,-0.019844,-0.018941,-0.018156,-0.016643,-0.029146,-0.042501,-0.050509,-0.066599,-0.075423,-0.079319,-0.055573,0.000000,0.998857,0.045324,0.043912,0.013419,0.025292,-0.012402,0.002332,-0.001692,0.009169,0.503820,0.496180,0.424852,0.418386
180,-0.017230,-0.046471,-0.042850,-0.023632,-0.029952,-0.051409,-0.056134,-0.056036,-0.057275,-0.076406,-0.090680,-0.089618,-0.100747,-0.117753,-0.124885,-0.100740,0.000000,0.991315,0.129654,0.126129,0.006398,0.017022,-0.005907,0.001173,0.000936,0.003214,0.525502,0.474498,0.440673,0.412774
180,-0.016081,-0.047485,-0.043836,-0.023392,-0.029677,-0.050154,-0.056679,-0.056772,-0.058124,-0.078619,-0.091619,-0.091467,-0.100710,-0.117472,-0.124292,-0.102195,0.000000,0.991101,0.126864,0.123378,0.010433,0.013658,-0.001600,-0.005798,0.003486,0.002348,0.526256,0.473744,0.465251,0.434074
180,-0.015989,-0.047505,-0.043905,-0.023333,-0.029712,-0.050146,-0.056686,-0.056820,-0.058158,-0.078734,-0.091831,-0.091186,-0.100620,-0.117508,-0.124324,-0.102658,0.000000,0.991114,0.126800,0.124038,0.010224,0.013509,-0.000975,-0.003013,-0.001097,0.000410,0.526237,0.473763,0.465678,0.434630
180,-0.011279,-0.073344,-0.043274,-0.029817,-0.029519,-0.037408,-0.056038,-0.060928,-0.056182,-0.069872,-0.095093,-0.093366,-0.095047,-0.110288,-0.116744,-0.098126,0.000000,0.986049,0.172057,0.144895,-0.021405,0.016884,0.004926,0.000077,-0.008174,0.000239,0.531642,0.468358,0.709051,0.671016
180,-0.006541,-0.014806,-0.027457,-0.002265,-0.013032,-0.018732,-0.024963,-0.024911,-0.019846,-0.037495,-0.058456,-0.055771,-0.063882,-0.078183,-0.085913,-0.064376,0.000000,0.997647,0.065666,0.070001,0.012538,0.012547,-0.014015,0.003580,-0.000949,0.001123,0.509527,0.490473,0.294318,0.288319
180,-0.001763,-0.016747,-0.026932,-0.000708,-0.009859,-0.017314,-0.025399,-0.022858,-0.017922,-0.036480,-0.050887,-0.053539,-0.060749,-0.078994,-0.086772,-0.065958,0.000000,0.998772,0.064719,0.070330,0.010703,0.014578,-0.008371,0.005032,0.005095,0.012094,0.508036,0.491964,0.258938,0.248912
180,-0.001750,-0.016793,-0.026871,-0.000800,-0.009834,-0.017315,-0.025381,-0.022857,-0.017926,-0.036452,-0.050880,-0.053458,-0.060768,-0.078943,-0.086785,-0.065888,0.000000,0.998774,0.064668,0.072984,0.010475,0.014930,-0.007448,0.005381,0.005568,0.010657,0.508029,0.491971,0.259129,0.249153
180,0.000735,-0.016886,-0.027962,0.004783,-0.005935,-0.011451,-0.028213,-0.016053,-0.014370,-0.033857,-0.046536,-0.049813,-0.058624,-0.085929,-0.081295,-0.067518,0.000000,0.999378,0.066390,0.051740,0.012443,0.012397,-0.000023,0.003064,0.004712,0.000126,0.505801,0.494199,0.247460,0.239152
180,0.006456,-0.027168,-0.009285,-0.005855,-0.008240,-0.013846,-0.024183,-0.014836,-0.022767,-0.036598,-0.048814,-0.035549,-0.049606,-0.076582,-0.081073,-0.054771,0.000000,0.999617,0.035015,0.053768,0.006529,0.006791,0.005838,0.003927,0.003998,0.024246,0.506160,0.493840,0.347597,0.333117
180,0.002473,-0.016743,0.006023,0.004037,-0.006248,-0.024821,-0.025909,-0.024241,-0.020045,-0.035174,-0.041124,-0.046551,-0.054950,-0.073385,-0.069442,-0.066525,0.000000,0.996779,0.051488,0.027997,0.025648,0.014327,-0.008933,0.005058,0.018368,0.052977,0.508866,0.491134,0.577637,0.570045
180,-0.001640,0.001920,0.004915,0.008176,0.008712,-0.006399,-0.018973,-0.007361,-0.032963,-0.043048,-0.022990,-0.031025,-0.051706,-0.043585,-0.026594,-0.023133,0.000000,0.786180,0.065770,0.100756,0.004647,-0.008454,-0.018312,0.033035,0.088089,0.070021,0.505685,0.494315,1.058401,1.058962
180,-0.020827,-0.062304,-0.019234,-0.031830,-0.034490,-0.025502,-0.061015,-0.056435,-0.061171,-0.065374,-0.079566,-0.074294,-0.071094,-0.117352,-0.116540,-0.109775,0.000000,0.899628,0.116988,0.171801,-0.020174,0.076331,-0.026034,0.017514,-0.000074,-0.004198,0.530587,0.469413,0.952111,0.935029
180,-0.016106,-0.046822,-0.044113,-0.024104,-0.026733,-0.049032,-0.057839,-0.055942,-0.059232,-0.076959,-0.094427,-0.093286,-0.102172,-0.116536,-0.122779,-0.106215,0.000000,0.991173,0.126729,0.124890,0.009238,0.012378,-0.003369,-0.003979,0.002160,0.003150,0.525947,0.474053,0.458901,0.428239
180,-0.015877,-0.046794,-0.044141,-0.024132,-0.026678,-0.048827,-0.057784,-0.055752,-0.059284,-0.077281,-0.094267,-0.092448,-0.102029,-0.116841,-0.122894,-0.105774,0.000000,0.991182,0.126808,0.123922,0.008746,0.012528,-0.002794,-0.006841,0.002194,0.001737,0.526068,0.473932,0.465714,0.434527
180,-0.015870,-0.046780,-0.044106,-0.024124,-0.026637,-0.048870,-0.057791,-0.055543,-0.059345,-0.077390,-0.094099,-0.092486,-0.102062,-0.116905,-0.122868,-0.105636,0.000000,0.991194,0.127035,0.124044,0.009208,0.013492,-0.001094,-0.004158,0.000077,0.007331,0.526019,0.473981,0.465035,0.434097
180,-0.008469,-0.047432,-0.046819,-0.023553,-0.024650,-0.051574,-0.057794,-0.054817,-0.062495,-0.080153,-0.090347,-0.091844,-0.094121,-0.114280,-0.120008,-0.107508,0.000000,0.990223,0.130454,0.126581,0.005765,0.020822,-0.002559,-0.000132,0.004175,0.020439,0.529321,0.470679,0.705361,0.670688
180,-0.001652,-0.021123,-0.023925,-0.007778,-0.015221,-0.027296,-0.039244,-0.031075,-0.031185,-0.047647,-0.056715,-0.045023,-0.058577,-0.075645,-0.083658,-0.062231,0.000000,0.998785,0.073473,0.085506,0.008202,0.014099,0.001342,-0.005571,0.007064,0.012680,0.508975,0.491025,0.265591,0.254869
180,-0.001512,-0.020933,-0.023819,-0.007930,-0.014837,-0.026759,-0.039067,-0.030656,-0.030792,-0.047219,-0.056537,-0.045185,-0.058581,-0.075792,-0.083415,-0.062156,0.000000,0.998823,0.073531,0.084322,0.007867,0.010413,0.007268,0.000323,0.004079,0.012893,0.509048,0.490952,0.264402,0.252632
180,-0.001516,-0.020942,-0.023845,-0.007871,-0.014834,-0.026723,-0.039070,-0.030607,-0.030700,-0.046961,-0.056404,-0.045195,-0.058618,-0.075969,-0.083393,-0.062211,0.000000,0.998822,0.073457,0.083946,0.008764,0.007742,0.004915,0.000564,0.001732,0.013848,0.509048,0.490952,0.264806,0.253037
180,0.003050,-0.005241,-0.003757,0.006698,-0.006160,-0.013607,-0.019282,-0.020132,-0.017018,-0.029936,-0.044706,-0.039988,-0.054212,-0.074458,-0.074228,-0.052694,0.000000,0.999614,0.048239,0.079690,0.018462,0.009369,-0.000374,0.002923,0.008590,0.009865,0.503420,0.496580,0.300910,0.295645
180,-0.003626,-0.012259,-0.005695,0.007701,-0.005915,-0.015469,-0.024090,-0.015466,-0.017803,-0.031287,-0.042929,-0.033884,-0.048382,-0.072894,-0.070948,-0.054513,0.000000,0.995328,0.061502,0.055947,0.013823,0.012476,0.002382,0.001486,-0.003789,-0.003702,0.511207,0.488793,0.634444,0.624508
180,-0.015576,-0.048181,-0.046165,-0.019524,-0.024473,-0.039923,-0.051549,-0.045879,-0.043136,-0.064425,-0.073925,-0.065749,-0.083750,-0.102474,-0.110968,-0.088037,0.000000,0.991135,0.125013,0.122479,0.010388,0.010770,-0.000068,0.010249,0.011408,0.021275,0.523876,0.476124,0.474299,0.446981
180,-0.015705,-0.048710,-0.047883,-0.021576,-0.027313,-0.040976,-0.054086,-0.051599,-0.049354,-0.072774,-0.081859,-0.067512,-0.095780,-0.108621,-0.113099,-0.093563,0.000000,0.991006,0.125843,0.121788,0.008691,0.014219,-0.001247,0.012377,0.003203,0.000951,0.524992,0.475008,0.471904,0.442801
180,-0.015708,-0.048996,-0.048400,-0.021930,-0.027876,-0.042402,-0.057034,-0.055838,-0.055263,-0.079254,-0.091899,-0.092021,-0.103206,-0.117760,-0.121947,-0.106062,0.000000,0.991160,0.126091,0.124617,0.010319,0.009866,-0.002320,-0.000420,-0.001543,0.006711,0.526148,0.473852,0.466697,0.435503
180,-0.009768,-0.048238,-0.048592,-0.031079,-0.032067,-0.040702,-0.062391,-0.056870,-0.060418,-0.078234,-0.095071,-0.087231,-0.106065,-0.119144,-0.121700,-0.108169,0.000000,0.990291,0.128446,0.126814,-0.005325,-0.001910,-0.008555,-0.006846,0.007601,0.002973,0.529303,0.470697,0.683071,0.651017
180,-0.001799,-0.015605,-0.025869,-0.000475,-0.010629,-0.020054,-0.027055,-0.018815,-0.020054,-0.037161,-0.052302,-0.051279,-0.060503,-0.082958,-0.090097,-0.069110,0.000000,0.998859,0.065790,0.076449,0.009139,0.015686,-0.003514,0.001705,0.012038,0.013885,0.507856,0.492144,0.256872,0.247892
180,-0.001640,-0.015448,-0.026004,-0.000490,-0.011078,-0.020174,-0.027266,-0.018749,-0.020081,-0.037433,-0.051830,-0.051110,-0.060539,-0.083101,-0.090312,-0.068827,0.000000,0.998850,0.065836,0.074345,0.009394,0.014784,-0.002894,-0.000298,0.011486,0.010105,0.507924,0.492076,0.255259,0.245303
180,-0.001639,-0.015444,-0.025990,-0.000465,-0.011100,-0.020193,-0.027273,-0.018747,-0.020080,-0.037443,-0.051829,-0.051128,-0.060539,-0.083087,-0.090326,-0.068793,0.000000,0.998849,0.065396,0.074714,0.007598,0.012964,-0.003004,-0.000529,0.012646,0.010468,0.507925,0.492075,0.255324,0.245366
180,0.004118,-0.015318,0.002337,0.009772,0.016964,-0.000295,-0.018748,-0.034046,-0.014841,-0.028535,-0.020331,-0.038403,-0.062888,-0.082546,-0.079227,-0.047155,0.000000,0.998177,0.063903,0.025243,0.026398,-0.041056,-0.003921,0.041007,0.029953,0.003928,0.501683,0.498317,0.294227,0.296898
180,0.004778,-0.014846,0.001197,0.002632,-0.005403,-0.021913,-0.021146,-0.016441,-0.016731,-0.035873,-0.042829,-0.044295,-0.054835,-0.071766,-0.068729,-0.057759,0.000000,0.998568,0.058578,0.057053,0.012559,0.009377,-0.004469,-0.008730,0.009394,0.024923,0.508533,0.491467,0.491628,0.480293
180,0.009777,-0.002928,-0.003967,0.013207,-0.012379,-0.008175,-0.013140,-0.020486,-0.028948,-0.032195,-0.058698,-0.036568,-0.063344,-0.051294,-0.057921,-0.078317,0.000000,0.906207,0.038902,0.030426,0.008188,-0.017554,0.008963,-0.064139,0.100121,0.042386,0.509807,0.490193,0.958691,0.951079
180,-0.011300,-0.024692,-0.014779,0.016025,0.007118,-0.000870,0.001745,0.010779,0.021572,-0.014779,-0.001663,-0.025256,0.003467,0.007685,-0.004288,-0.000954,0.000896,-0.030532,0.135366,0.194779,0.237188,0.428508,0.397408,0.832541,0.363871,0.878907,0.500018,0.499982,1.476187,1.478871
180,0.007222,-0.018806,0.007834,-0.001947,0.011950,0.006768,0.018890,-0.001944,-0.017908,0.005263,0.018936,0.001728,-0.006020,-0.023252,-0.010124,0.005994,0.000896,-0.034398,0.227415,0.418738,0.197606,0.812252,0.141905,1.101816,0.391236,1.274378,0.499914,0.500086,1.486309,1.485767
180,-0.002646,0.008426,-0.007027,-0.010335,-0.007712,-0.007317,-0.004453,0.010964,0.009801,0.000639,0.005205,0.002965,0.010997,0.000267,0.018085,0.000193,0.000896,-0.034388,0.095577,0.542922,0.382727,0.699230,0.379585,0.941780,0.394848,1.102533,0.500894,0.499106,1.488232,1.484282
180,-0.009497,-0.048793,-0.057084,-0.014501,-0.029227,-0.042034,-0.052585,-0.055329,-0.053705,-0.077338,-0.092225,-0.090754,-0.091678,-0.099809,-0.124265,-0.101437,0.000000,0.954510,0.127490,0.140216,0.016587,-0.014792,0.015681,-0.008638,-0.002157,0.015271,0.530922,0.469078,0.859641,0.832702
180,-0.016031,-0.048872,-0.047863,-0.021192,-0.029329,-0.042695,-0.057712,-0.055639,-0.056600,-0.080134,-0.092343,-0.091781,-0.102584,-0.118570,-0.121834,-0.106972,0.000000,0.991122,0.126541,0.121655,0.008691,0.012787,-0.004210,-0.002118,0.001120,0.003033,0.526234,0.473766,0.463171,0.431913
180,-0.015845,-0.048881,-0.047981,-0.021186,-0.029266,-0.042728,-0.057652,-0.055628,-0.056553,-0.080012,-0.092469,-0.091562,-0.102396,-0.118406,-0.121862,-0.107690,0.000000,0.991139,0.126422,0.122335,0.009042,0.012296,-0.005203,-0.000489,0.002371,0.003940,0.526278,0.473722,0.467277,0.435960
180,-0.015810,-0.048845,-0.047957,-0.021233,-0.029282,-0.042719,-0.057822,-0.055588,-0.056649,-0.080070,-0.092617,-0.091535,-0.102409,-0.118771,-0.122280,-0.106698,0.000000,0.991151,0.125901,0.122751,0.008169,0.011742,-0.007242,-0.002519,0.006655,-0.000026,0.526242,0.473758,0.465920,0.434693
180,-0.010059,-0.048822,-0.052759,-0.026853,-0.028242,-0.048687,-0.058667,-0.060910,-0.059150,-0.080437,-0.093041,-0.093122,-0.097309,-0.120612,-0.118749,-0.106379,0.000000,0.990306,0.125138,0.119041,-0.001223,0.011323,0.006743,-0.000777,0.009240,-0.002222,0.529311,0.470689,0.684189,0.653321
180,-0.001627,-0.014491,-0.016124,0.000268,-0.005253,-0.023767,-0.030417,-0.021160,-0.023351,-0.041053,-0.053161,-0.046937,-0.056460,-0.073007,-0.076243,-0.070791,0.000000,0.998840,0.068335,0.059332,0.011477,0.018624,-0.001505,0.003925,0.006049,0.011826,0.507199,0.492801,0.258935,0.249628
180,-0.001656,-0.014874,-0.015877,0.000259,-0.005375,-0.023814,-0.030468,-0.021167,-0.023415,-0.040936,-0.053078,-0.046956,-0.056576,-0.073247,-0.076656,-0.070667,0.000000,0.998855,0.067488,0.058461,0.011301,0.018786,-0.002480,0.007762,0.007360,0.018447,0.507335,0.492665,0.247771,0.237321
180,-0.001654,-0.014852,-0.015898,0.000258,-0.005373,-0.023790,-0.030465,-0.021183,-0.023415,-0.040932,-0.053099,-0.046956,-0.056566,-0.073241,-0.076659,-0.070654,0.000000,0.998854,0.067776,0.058242,0.011269,0.018527,-0.002353,-0.001965,0.007193,0.011987,0.507336,0.492664,0.247695,0.237228
180,-0.000040,-0.024655,-0.003412,0.001096,-0.007414,-0.004623,-0.012275,-0.016264,-0.022800,-0.027501,-0.035800,-0.036849,-0.050673,-0.059637,-0.050953,-0.043323,0.000000,0.999357,0.027290,0.052818,0.011934,0.014376,-0.009094,0.008120,0.008824,0.022546,0.503541,0.496459,0.287861,0.286087
180,0.008112,-0.000862,-0.010742,0.009252,-0.002166,-0.019130,-0.023942,-0.017250,-0.020849,-0.036279,-0.043183,-0.049637,-0.051322,-0.061673,-0.074668,-0.045664,0.000000,0.998813,0.054374,0.060077,0.017957,0.013874,-0.001133,0.011826,0.017211,0.014169,0.507316,0.492684,0.505438,0.495036
180,0.011124,-0.004764,-0.015607,-0.054380,0.036696,-0.020361,0.026318,-0.018767,0.002544,-0.035681,-0.015234,0.006237,0.003459,0.015349,-0.003609,0.010054,0.000000,0.094897,0.121650,0.002789,-0.048685,0.291114,0.096762,0.469890,0.271650,0.823172,0.499254,0.500746,1.414563,1.420811
180,0.002556,0.001379,-0.018019,0.006505,0.008229,0.012522,0.007911,-0.000724,-0.009372,0.004719,-0.013036,-0.002457,-0.006314,0.006131,-0.020193,-0.021327,-0.000875,-0.038117,0.048166,0.427957,0.297528,0.831568,0.243738,1.176908,0.509269,1.180720,0.501448,0.498552,1.486470,1.485820
180,-0.016194,-0.049147,-0.048491,-0.021624,-0.028315,-0.042023,-0.057407,-0.055704,-0.055969,-0.078057,-0.090836,-0.090542,-0.104668,-0.119449,-0.123008,-0.107023,0.000000,0.991166,0.126395,0.126729,0.008353,0.013087,-0.006268,0.001316,0.001963,0.004164,0.525837,0.474163,0.450486,0.421064
180,-0.015885,-0.048966,-0.048231,-0.021727,-0.028685,-0.042457,-0.057433,-0.055833,-0.056292,-0.077908,-0.091356,-0.091108,-0.103903,-0.118743,-0.123272,-0.106530,0.000000,0.991135,0.126627,0.124600,0.009848,0.014920,-0.003500,0.000518,-0.001199,0.006782,0.526348,0.473652,0.470307,0.438560
180,-0.015865,-0.048963,-0.048276,-0.021725,-0.028707,-0.042440,-0.057419,-0.055670,-0.056518,-0.077895,-0.091523,-0.091108,-0.104004,-0.118739,-0.123438,-0.107086,0.000000,0.991148,0.126715,0.123787,0.009148,0.011783,-0.003293,0.002138,-0.002017,0.003543,0.526355,0.473645,0.471014,0.439297
180,-0.007617,-0.030092,-0.050633,-0.034409,-0.028787,-0.036327,-0.058935,-0.053513,-0.063180,-0.071096,-0.090193,-0.097673,-0.105941,-0.108273,-0.125558,-0.105735,0.000000,0.989353,0.095121,0.076235,0.004632,0.018658,0.001180,-0.012357,-0.009992,0.009706,0.530591,0.469409,0.728321,0.681686
180,-0.001537,-0.021737,-0.029746,-0.010675,-0.021800,-0.029001,-0.039965,-0.031781,-0.036596,-0.051454,-0.062730,-0.052948,-0.063451,-0.077184,-0.085966,-0.066958,0.000000,0.998707,0.073612,0.071913,0.011724,0.014765,0.002452,0.009719,0.004715,0.009092,0.509881,0.490119,0.285342,0.273225
180,-0.001119,-0.021714,-0.029001,-0.008965,-0.020684,-0.028668,-0.039679,-0.030777,-0.035754,-0.050760,-0.062656,-0.053265,-0.062655,-0.077204,-0.086302,-0.067019,0.000000,0.998870,0.070992,0.073775,0.011375,0.017748,-0.003228,0.008963,0.004040,0.013063,0.509623,0.490377,0.277804,0.264505
180,-0.001119,-0.021664,-0.028991,-0.008929,-0.020652,-0.028676,-0.039635,-0.030742,-0.035671,-0.050664,-0.062664,-0.053134,-0.062585,-0.077185,-0.086269,-0.067029,0.000000,0.998870,0.069270,0.079220,0.011237,0.015997,-0.007768,0.002304,0.002923,0.013086,0.509622,0.490378,0.278483,0.265168
180,0.005097,-0.005794,-0.014976,0.008334,-0.003821,-0.017357,-0.024777,-0.016830,-0.017359,-0.033202,-0.050924,-0.057489,-0.068661,-0.080294,-0.081662,-0.056225,0.000000,0.999747,0.058181,0.059484,0.018133,0.013834,0.000325,0.002755,0.006633,0.030880,0.503574,0.496426,0.272143,0.260891
45,0.033288,0.100672,0.133024,0.101791,0.077225,0.082318,0.088284,0.107588,0.122472,0.121860,0.120711,0.138592,0.095188,0.081003,0.078920,0.107190,0.000000,0.985160,-0.185478,-0.219090,0.003748,0.010746,-0.000511,-0.016420,-0.001719,0.005760,0.452050,0.547950,0.602552,0.611684
45,0.061336,0.170622,0.231610,0.175666,0.137598,0.156653,0.170830,0.195506,0.224498,0.234159,0.234928,0.227362,0.204963,0.185636,0.187464,0.213157,0.000000,0.933998,-0.372229,-0.389094,0.015970,0.015746,-0.010201,-0.011497,0.005673,0.009826,0.421318,0.578682,0.437662,0.455259
45,0.046250,0.180405,0.231881,0.175877,0.142577,0.155919,0.164795,0.196451,0.221737,0.234395,0.234091,0.230252,0.204755,0.188379,0.193318,0.209148,0.000000,0.956891,-0.377189,-0.373719,-0.000356,0.008093,0.000240,-0.008913,0.005775,-0.006399,0.421499,0.578501,0.683726,0.696616
45,0.029745,0.102387,0.169063,0.122748,0.084952,0.093758,0.095915,0.110105,0.122398,0.143521,0.144058,0.123565,0.113138,0.109093,0.097933,0.106809,0.000021,0.989050,-0.221170,-0.262385,0.011204,0.009938,-0.003448,-0.006535,-0.001147,-0.006629,0.461450,0.538550,0.256677,0.270664
45,0.029413,0.102726,0.168853,0.119893,0.080319,0.093722,0.094271,0.108632,0.122674,0.131144,0.135738,0.118312,0.107537,0.102951,0.095956,0.106832,0.000000,0.990837,-0.223180,-0.261987,0.020515,0.015630,-0.009718,-0.012076,-0.008637,-0.001348,0.462114,0.537886,0.227973,0.244471
45,0.029401,0.102706,0.168824,0.119683,0.080419,0.093682,0.094155,0.108577,0.122718,0.131203,0.135545,0.118209,0.107609,0.102696,0.095924,0.106828,0.000000,0.990838,-0.222991,-0.258033,0.020665,0.014373,-0.009120,-0.012289,-0.008177,-0.007234,0.462122,0.537878,0.228124,0.244614
45,0.025601,0.100643,0.121910,0.103761,0.071490,0.086949,0.087513,0.107439,0.122600,0.120248,0.112549,0.109063,0.087582,0.075308,0.075518,0.100351,0.000000,0.995495,-0.182418,-0.165132,0.015033,0.014092,-0.010408,-0.003502,-0.000898,-0.001643,0.468191,0.531809,0.281739,0.293930
45,0.022654,0.113471,0.135432,0.105428,0.078594,0.085378,0.085506,0.107431,0.120638,0.117284,0.110457,0.111486,0.093427,0.076564,0.084366,0.107230,0.000000,0.995871,-0.195704,-0.201607,0.002181,0.011179,-0.012817,-0.003714,0.002435,0.014001,0.459090,0.540910,0.444458,0.456957
45,0.015242,0.082463,0.110679,0.104265,0.081203,0.083748,0.085338,0.111661,0.128093,0.117753,0.119118,0.108263,0.096177,0.084511,0.062329,0.095752,0.000000,0.979183,-0.152681,-0.199267,0.039268,0.034141,-0.020821,-0.006799,-0.006867,0.019361,0.459453,0.540547,0.724169,0.711760
45,0.028285,0.031004,0.077298,0.049869,0.046025,0.001608,0.047775,0.004437,-0.000784,0.008178,0.011895,0.034455,0.006785,-0.011609,0.012071,-0.015132,0.000000,0.185469,-0.201040,0.029974,0.066440,0.307074,0.100308,0.312770,0.227626,0.602563,0.495930,0.504070,1.393139,1.370104
45,-0.003556,0.026558,0.001494,-0.005245,-0.009252,-0.011487,-0.001300,-0.004782,0.001421,-0.009296,0.003554,-0.001602,0.014524,0.016113,0.030753,-0.007158,-0.000875,-0.036518,0.032186,0.554746,0.249248,0.758628,0.455098,1.307640,0.454617,1.086011,0.499833,0.500167,1.485910,1.483610
45,0.062140,0.169652,0.230461,0.179460,0.134696,0.162480,0.168788,0.199837,0.224203,0.232647,0.231674,0.223193,0.203228,0.185383,0.188458,0.206141,0.000000,0.932918,-0.372342,-0.390273,0.016453,0.015493,-0.010536,-0.010744,0.002518,0.012044,0.421247,0.578753,0.426479,0.443793
45,0.061770,0.169636,0.230193,0.179291,0.134791,0.162377,0.169055,0.199711,0.224028,0.233203,0.232256,0.223330,0.204316,0.185179,0.188624,0.206266,0.000000,0.933399,-0.372414,-0.390127,0.016560,0.014333,-0.011333,-0.008616,0.000494,0.007789,0.421228,0.578772,0.439073,0.456296
45,0.061574,0.169644,0.230105,0.179264,0.134836,0.162320,0.169097,0.199671,0.224039,0.233172,0.232234,0.223775,0.204505,0.185156,0.188529,0.205758,0.000000,0.933498,-0.372562,-0.390071,0.016456,0.014059,-0.010643,-0.007511,0.007045,0.003588,0.421304,0.578696,0.438857,0.456145
45,0.047622,0.173635,0.215306,0.172787,0.137193,0.152683,0.171009,0.195642,0.221341,0.241410,0.231382,0.228035,0.204504,0.181331,0.182061,0.185745,0.000000,0.958059,-0.376986,-0.392830,0.016121,0.005228,-0.001666,-0.016997,-0.003620,0.007487,0.422690,0.577310,0.692398,0.705332
45,0.029087,0.104947,0.151990,0.114102,0.084674,0.097702,0.100965,0.118971,0.131412,0.143289,0.140206,0.119952,0.100111,0.080773,0.089997,0.103968,0.000000,0.987606,-0.219002,-0.228615,0.014574,0.038166,-0.018790,-0.010433,-0.003789,0.002541,0.462879,0.537121,0.278777,0.287849
